Sample,Assay,Platform,ht,ht_bin,qPCR,qPCR_bin
WA_041816_MCLN_04,COHO,ht,4,1,NA,NA
WA_041816_MCLN_04,PALA,ht,0,0,NA,NA
WA_041816_MCLN_04,PINK,ht,0,0,NA,NA
WA_041816_MCLN_04,RNBT,ht,0,0,NA,NA
WA_041816_MCLN_04,SOCK,ht,0,0,NA,NA
WA_110717_BLKR_01,BRKT,ht,0,0,0,0
WA_110717_BLKR_01,BUL2,ht,0,0,NA,NA
WA_110717_BLKR_01,CCUT,ht,0,0,NA,NA
WA_110717_BLKR_01,CHIN,ht,4,1,3,1
WA_110717_BLKR_01,CHUM,ht,4,1,3,1
WA_110717_BLKR_01,COHO,ht,4,1,3,1
WA_110717_BLKR_01,PALA,ht,4,1,3,1
WA_110717_BLKR_01,PINK,ht,0,0,NA,NA
WA_110717_BLKR_01,RNBT,ht,3,1,NA,NA
WA_110717_BLKR_01,SOCK,ht,0,0,NA,NA
WA_112515_WIND_01,BRKT,ht,4,1,NA,NA
WA_112515_WIND_01,BUL2,ht,0,0,NA,NA
WA_112515_WIND_01,CCUT,ht,0,0,NA,NA
WA_112515_WIND_01,CHIN,ht,4,1,NA,NA
WA_112515_WIND_01,CHUM,ht,4,1,3,1
WA_112515_WIND_01,COHO,ht,4,1,NA,NA
WA_112515_WIND_01,PALA,ht,4,1,NA,NA
WA_112515_WIND_01,PINK,ht,0,0,NA,NA
WA_112515_WIND_01,RNBT,ht,4,1,NA,NA
WA_112515_WIND_01,SOCK,ht,0,0,NA,NA
WA_112915_LWSR_01,BRKT,ht,0,0,NA,NA
WA_112915_LWSR_01,BUL2,ht,0,0,NA,NA
WA_112915_LWSR_01,CCUT,ht,0,0,NA,NA
WA_112915_LWSR_01,CHIN,ht,4,1,NA,NA
WA_112915_LWSR_01,CHUM,ht,0,0,1,1
WA_112915_LWSR_01,COHO,ht,4,1,NA,NA
WA_112915_LWSR_01,PALA,ht,4,1,NA,NA
WA_112915_LWSR_01,PINK,ht,0,0,NA,NA
WA_112915_LWSR_01,RNBT,ht,4,1,NA,NA
WA_112915_LWSR_01,SOCK,ht,4,1,NA,NA
105785,BRKT,ht,0,0,NA,NA
105785,BUL2,ht,0,0,NA,NA
105785,CCUT,ht,4,1,3,1
105785,CHIN,ht,0,0,NA,NA
105785,CHUM,ht,0,0,NA,NA
105785,COHO,ht,0,0,NA,NA
105785,PALA,ht,0,0,0,0
105785,PINK,ht,1,0,NA,NA
105785,RNBT,ht,4,1,NA,NA
105785,SOCK,ht,0,0,NA,NA
105786,BRKT,ht,0,0,NA,NA
105786,BUL2,ht,0,0,NA,NA
105786,CCUT,ht,4,1,3,1
105786,CHIN,ht,0,0,NA,NA
105786,CHUM,ht,0,0,NA,NA
105786,COHO,ht,0,0,NA,NA
105786,PALA,ht,0,0,0,0
105786,PINK,ht,0,0,NA,NA
105786,RNBT,ht,4,1,NA,NA
105786,SOCK,ht,0,0,NA,NA
105791,BRKT,ht,4,1,NA,NA
105791,BUL2,ht,0,0,NA,NA
105791,CCUT,ht,4,1,3,1
105791,CHIN,ht,3,1,NA,NA
105791,CHUM,ht,0,0,NA,NA
105791,COHO,ht,0,0,NA,NA
105791,PALA,ht,0,0,0,0
105791,PINK,ht,0,0,NA,NA
105791,RNBT,ht,4,1,NA,NA
105791,SOCK,ht,0,0,NA,NA
105792,BRKT,ht,4,1,NA,NA
105792,BUL2,ht,0,0,NA,NA
105792,CCUT,ht,4,1,3,1
105792,CHIN,ht,4,1,NA,NA
105792,CHUM,ht,0,0,NA,NA
105792,COHO,ht,0,0,NA,NA
105792,PALA,ht,0,0,0,0
105792,PINK,ht,0,0,NA,NA
105792,RNBT,ht,4,1,NA,NA
105792,SOCK,ht,0,0,NA,NA
106094,BRKT,ht,0,0,NA,NA
106094,BUL2,ht,3,1,NA,NA
106094,CCUT,ht,4,1,3,1
106094,CHIN,ht,0,0,NA,NA
106094,CHUM,ht,0,0,NA,NA
106094,COHO,ht,0,0,NA,NA
106094,PALA,ht,0,0,NA,NA
106094,PINK,ht,0,0,NA,NA
106094,RNBT,ht,4,1,NA,NA
106094,SOCK,ht,0,0,NA,NA
106095,BRKT,ht,0,0,NA,NA
106095,BUL2,ht,4,1,NA,NA
106095,CCUT,ht,4,1,3,1
106095,CHIN,ht,0,0,NA,NA
106095,CHUM,ht,0,0,NA,NA
106095,COHO,ht,0,0,NA,NA
106095,PALA,ht,0,0,NA,NA
106095,PINK,ht,0,0,NA,NA
106095,RNBT,ht,4,1,NA,NA
106095,SOCK,ht,0,0,NA,NA
106157,BRKT,ht,0,0,NA,NA
106157,BUL2,ht,3,1,NA,NA
106157,CCUT,ht,4,1,3,1
106157,CHIN,ht,1,0,NA,NA
106157,CHUM,ht,0,0,NA,NA
106157,COHO,ht,0,0,NA,NA
106157,PALA,ht,1,0,NA,NA
106157,PINK,ht,0,0,NA,NA
106157,RNBT,ht,4,1,NA,NA
106157,SOCK,ht,0,0,NA,NA
106342,BRKT,ht,0,0,NA,NA
106342,BUL2,ht,0,0,NA,NA
106342,CCUT,ht,2,1,3,1
106342,CHIN,ht,0,0,NA,NA
106342,CHUM,ht,0,0,NA,NA
106342,COHO,ht,4,1,NA,NA
106342,PALA,ht,0,0,NA,NA
106342,PINK,ht,0,0,NA,NA
106342,RNBT,ht,4,1,NA,NA
106342,SOCK,ht,0,0,NA,NA
OR_061621_MILC_14,BRKT,ht,0,0,NA,NA
OR_061621_MILC_14,BUL2,ht,0,0,NA,NA
OR_061621_MILC_14,CCUT,ht,4,1,NA,NA
OR_061621_MILC_14,CHIN,ht,0,0,NA,NA
OR_061621_MILC_14,CHUM,ht,0,0,NA,NA
OR_061621_MILC_14,COHO,ht,4,1,3,1
OR_061621_MILC_14,PALA,ht,4,1,3,1
OR_061621_MILC_14,PINK,ht,0,0,NA,NA
OR_061621_MILC_14,RNBT,ht,4,1,NA,NA
OR_061621_MILC_14,SOCK,ht,0,0,NA,NA
OR_062121_FIMC_07,BRKT,ht,0,0,NA,NA
OR_062121_FIMC_07,BUL2,ht,0,0,NA,NA
OR_062121_FIMC_07,CCUT,ht,0,0,0,0
OR_062121_FIMC_07,CHIN,ht,4,1,NA,NA
OR_062121_FIMC_07,CHUM,ht,0,0,NA,NA
OR_062121_FIMC_07,COHO,ht,0,0,NA,NA
OR_062121_FIMC_07,PALA,ht,4,1,3,1
OR_062121_FIMC_07,PINK,ht,0,0,NA,NA
OR_062121_FIMC_07,RNBT,ht,4,1,NA,NA
OR_062121_FIMC_07,SOCK,ht,0,0,NA,NA
OR_062121_FIMC_08,BRKT,ht,0,0,NA,NA
OR_062121_FIMC_08,BUL2,ht,0,0,NA,NA
OR_062121_FIMC_08,CCUT,ht,0,0,NA,NA
OR_062121_FIMC_08,CHIN,ht,0,0,NA,NA
OR_062121_FIMC_08,CHUM,ht,0,0,NA,NA
OR_062121_FIMC_08,COHO,ht,0,0,NA,NA
OR_062121_FIMC_08,PALA,ht,4,1,3,1
OR_062121_FIMC_08,PINK,ht,0,0,NA,NA
OR_062121_FIMC_08,RNBT,ht,4,1,NA,NA
OR_062121_FIMC_08,SOCK,ht,0,0,NA,NA
OR_062121_FIMC_09,BRKT,ht,0,0,NA,NA
OR_062121_FIMC_09,BUL2,ht,0,0,NA,NA
OR_062121_FIMC_09,CCUT,ht,0,0,NA,NA
OR_062121_FIMC_09,CHIN,ht,0,0,NA,NA
OR_062121_FIMC_09,CHUM,ht,0,0,NA,NA
OR_062121_FIMC_09,COHO,ht,1,0,NA,NA
OR_062121_FIMC_09,PALA,ht,4,1,3,1
OR_062121_FIMC_09,PINK,ht,0,0,NA,NA
OR_062121_FIMC_09,RNBT,ht,4,1,NA,NA
OR_062121_FIMC_09,SOCK,ht,0,0,NA,NA
OR_062121_FIMC_10,BRKT,ht,0,0,NA,NA
OR_062121_FIMC_10,BUL2,ht,0,0,NA,NA
OR_062121_FIMC_10,CCUT,ht,0,0,NA,NA
OR_062121_FIMC_10,CHIN,ht,4,1,NA,NA
OR_062121_FIMC_10,CHUM,ht,0,0,NA,NA
OR_062121_FIMC_10,COHO,ht,0,0,NA,NA
OR_062121_FIMC_10,PALA,ht,4,1,3,1
OR_062121_FIMC_10,PINK,ht,0,0,NA,NA
OR_062121_FIMC_10,RNBT,ht,4,1,NA,NA
OR_062121_FIMC_10,SOCK,ht,0,0,NA,NA
OR_062221_MDWC_11,BRKT,ht,0,0,0,0
OR_062221_MDWC_11,BUL2,ht,0,0,0,0
OR_062221_MDWC_11,CCUT,ht,4,1,NA,NA
OR_062221_MDWC_11,CHIN,ht,0,0,NA,NA
OR_062221_MDWC_11,CHUM,ht,0,0,NA,NA
OR_062221_MDWC_11,COHO,ht,0,0,NA,NA
OR_062221_MDWC_11,PALA,ht,0,0,0,0
OR_062221_MDWC_11,PINK,ht,0,0,NA,NA
OR_062221_MDWC_11,RNBT,ht,0,0,NA,NA
OR_062221_MDWC_11,SOCK,ht,0,0,NA,NA
OR_062221_MDWC_12,BRKT,ht,0,0,NA,NA
OR_062221_MDWC_12,BUL2,ht,0,0,0,0
OR_062221_MDWC_12,CCUT,ht,4,1,NA,NA
OR_062221_MDWC_12,CHIN,ht,0,0,NA,NA
OR_062221_MDWC_12,CHUM,ht,0,0,NA,NA
OR_062221_MDWC_12,COHO,ht,0,0,NA,NA
OR_062221_MDWC_12,PALA,ht,0,0,NA,NA
OR_062221_MDWC_12,PINK,ht,0,0,NA,NA
OR_062221_MDWC_12,RNBT,ht,0,0,NA,NA
OR_062221_MDWC_12,SOCK,ht,0,0,NA,NA
OR_062221_MDWC_13,BRKT,ht,0,0,NA,NA
OR_062221_MDWC_13,BUL2,ht,0,0,0,0
OR_062221_MDWC_13,CCUT,ht,4,1,NA,NA
OR_062221_MDWC_13,CHIN,ht,0,0,NA,NA
OR_062221_MDWC_13,CHUM,ht,0,0,NA,NA
OR_062221_MDWC_13,COHO,ht,0,0,NA,NA
OR_062221_MDWC_13,PALA,ht,0,0,NA,NA
OR_062221_MDWC_13,PINK,ht,0,0,NA,NA
OR_062221_MDWC_13,RNBT,ht,0,0,NA,NA
OR_062221_MDWC_13,SOCK,ht,0,0,NA,NA
OR_062321_FIMC_01,BRKT,ht,0,0,NA,NA
OR_062321_FIMC_01,BUL2,ht,0,0,NA,NA
OR_062321_FIMC_01,CCUT,ht,0,0,NA,NA
OR_062321_FIMC_01,CHIN,ht,0,0,NA,NA
OR_062321_FIMC_01,CHUM,ht,0,0,NA,NA
OR_062321_FIMC_01,COHO,ht,0,0,NA,NA
OR_062321_FIMC_01,PALA,ht,0,0,1,1
OR_062321_FIMC_01,PINK,ht,0,0,NA,NA
OR_062321_FIMC_01,RNBT,ht,4,1,NA,NA
OR_062321_FIMC_01,SOCK,ht,0,0,NA,NA
OR_070821_RAMC_27,BRKT,ht,0,0,NA,NA
OR_070821_RAMC_27,BUL2,ht,0,0,NA,NA
OR_070821_RAMC_27,CCUT,ht,0,0,NA,NA
OR_070821_RAMC_27,CHIN,ht,0,0,NA,NA
OR_070821_RAMC_27,CHUM,ht,0,0,NA,NA
OR_070821_RAMC_27,COHO,ht,0,0,NA,NA
OR_070821_RAMC_27,PALA,ht,4,1,3,1
OR_070821_RAMC_27,PINK,ht,0,0,NA,NA
OR_070821_RAMC_27,RNBT,ht,4,1,NA,NA
OR_070821_RAMC_27,SOCK,ht,0,0,NA,NA
OR_070821_WIND_02,BRKT,ht,0,0,NA,NA
OR_070821_WIND_02,BUL2,ht,0,0,NA,NA
OR_070821_WIND_02,CCUT,ht,0,0,NA,NA
OR_070821_WIND_02,CHIN,ht,4,1,NA,NA
OR_070821_WIND_02,CHUM,ht,0,0,NA,NA
OR_070821_WIND_02,COHO,ht,4,1,3,1
OR_070821_WIND_02,PALA,ht,4,1,3,1
OR_070821_WIND_02,PINK,ht,0,0,NA,NA
OR_070821_WIND_02,RNBT,ht,4,1,NA,NA
OR_070821_WIND_02,SOCK,ht,4,1,NA,NA
OR_082621_ELIB_05,BRKT,ht,0,0,NA,NA
OR_082621_ELIB_05,BUL2,ht,0,0,0,0
OR_082621_ELIB_05,CCUT,ht,1,0,NA,NA
OR_082621_ELIB_05,CHIN,ht,0,0,NA,NA
OR_082621_ELIB_05,CHUM,ht,0,0,NA,NA
OR_082621_ELIB_05,COHO,ht,0,0,NA,NA
OR_082621_ELIB_05,PALA,ht,0,0,0,0
OR_082621_ELIB_05,PINK,ht,0,0,NA,NA
OR_082621_ELIB_05,RNBT,ht,0,0,NA,NA
OR_082621_ELIB_05,SOCK,ht,0,0,NA,NA
OR_083120_ECOC_01,BRKT,ht,0,0,NA,NA
OR_083120_ECOC_01,BUL2,ht,0,0,NA,NA
OR_083120_ECOC_01,CCUT,ht,4,1,NA,NA
OR_083120_ECOC_01,CHIN,ht,0,0,NA,NA
OR_083120_ECOC_01,CHUM,ht,0,0,NA,NA
OR_083120_ECOC_01,COHO,ht,0,0,0,0
OR_083120_ECOC_01,PALA,ht,0,0,NA,NA
OR_083120_ECOC_01,PINK,ht,0,0,NA,NA
OR_083120_ECOC_01,RNBT,ht,0,0,0,0
OR_083120_ECOC_01,SOCK,ht,0,0,NA,NA
OR_083120_ECOC_02,BRKT,ht,0,0,NA,NA
OR_083120_ECOC_02,BUL2,ht,0,0,NA,NA
OR_083120_ECOC_02,CCUT,ht,4,1,NA,NA
OR_083120_ECOC_02,CHIN,ht,0,0,NA,NA
OR_083120_ECOC_02,CHUM,ht,0,0,NA,NA
OR_083120_ECOC_02,COHO,ht,0,0,0,0
OR_083120_ECOC_02,PALA,ht,0,0,NA,NA
OR_083120_ECOC_02,PINK,ht,0,0,NA,NA
OR_083120_ECOC_02,RNBT,ht,0,0,0,0
OR_083120_ECOC_02,SOCK,ht,0,0,NA,NA
OR_083120_GRAL_03,BRKT,ht,0,0,NA,NA
OR_083120_GRAL_03,BUL2,ht,0,0,NA,NA
OR_083120_GRAL_03,CCUT,ht,0,0,NA,NA
OR_083120_GRAL_03,CHIN,ht,0,0,NA,NA
OR_083120_GRAL_03,CHUM,ht,0,0,NA,NA
OR_083120_GRAL_03,COHO,ht,0,0,0,0
OR_083120_GRAL_03,PALA,ht,0,0,NA,NA
OR_083120_GRAL_03,PINK,ht,0,0,NA,NA
OR_083120_GRAL_03,RNBT,ht,0,0,0,0
OR_083120_GRAL_03,SOCK,ht,0,0,NA,NA
OR_091421_EFHR_06,BRKT,ht,0,0,NA,NA
OR_091421_EFHR_06,BUL2,ht,0,0,0,0
OR_091421_EFHR_06,CCUT,ht,4,1,NA,NA
OR_091421_EFHR_06,CHIN,ht,0,0,NA,NA
OR_091421_EFHR_06,CHUM,ht,0,0,NA,NA
OR_091421_EFHR_06,COHO,ht,0,0,NA,NA
OR_091421_EFHR_06,PALA,ht,0,0,0,0
OR_091421_EFHR_06,PINK,ht,0,0,NA,NA
OR_091421_EFHR_06,RNBT,ht,0,0,NA,NA
OR_091421_EFHR_06,SOCK,ht,0,0,NA,NA
OR_091421_FIFC_09,BRKT,ht,0,0,NA,NA
OR_091421_FIFC_09,BUL2,ht,0,0,NA,NA
OR_091421_FIFC_09,CCUT,ht,0,0,0,0
OR_091421_FIFC_09,CHIN,ht,0,0,NA,NA
OR_091421_FIFC_09,CHUM,ht,0,0,NA,NA
OR_091421_FIFC_09,COHO,ht,0,0,NA,NA
OR_091421_FIFC_09,PALA,ht,4,1,3,1
OR_091421_FIFC_09,PINK,ht,0,0,NA,NA
OR_091421_FIFC_09,RNBT,ht,4,1,NA,NA
OR_091421_FIFC_09,SOCK,ht,0,0,0,0
OR_091421_FIFC_10,BRKT,ht,0,0,NA,NA
OR_091421_FIFC_10,BUL2,ht,0,0,NA,NA
OR_091421_FIFC_10,CCUT,ht,0,0,NA,NA
OR_091421_FIFC_10,CHIN,ht,0,0,NA,NA
OR_091421_FIFC_10,CHUM,ht,0,0,NA,NA
OR_091421_FIFC_10,COHO,ht,0,0,NA,NA
OR_091421_FIFC_10,PALA,ht,4,1,3,1
OR_091421_FIFC_10,PINK,ht,0,0,NA,NA
OR_091421_FIFC_10,RNBT,ht,4,1,NA,NA
OR_091421_FIFC_10,SOCK,ht,0,0,0,0
OR_091421_MEAC_08,BRKT,ht,0,0,NA,NA
OR_091421_MEAC_08,BUL2,ht,0,0,0,0
OR_091421_MEAC_08,CCUT,ht,4,1,NA,NA
OR_091421_MEAC_08,CHIN,ht,0,0,NA,NA
OR_091421_MEAC_08,CHUM,ht,0,0,NA,NA
OR_091421_MEAC_08,COHO,ht,0,0,NA,NA
OR_091421_MEAC_08,PALA,ht,0,0,0,0
OR_091421_MEAC_08,PINK,ht,3,1,NA,NA
OR_091421_MEAC_08,RNBT,ht,0,0,NA,NA
OR_091421_MEAC_08,SOCK,ht,0,0,NA,NA
OR_092321_ELIB_11,BRKT,ht,0,0,NA,NA
OR_092321_ELIB_11,BUL2,ht,0,0,0,0
OR_092321_ELIB_11,CCUT,ht,4,1,NA,NA
OR_092321_ELIB_11,CHIN,ht,0,0,NA,NA
OR_092321_ELIB_11,CHUM,ht,0,0,NA,NA
OR_092321_ELIB_11,COHO,ht,0,0,NA,NA
OR_092321_ELIB_11,PALA,ht,0,0,0,0
OR_092321_ELIB_11,PINK,ht,0,0,NA,NA
OR_092321_ELIB_11,RNBT,ht,4,1,NA,NA
OR_092321_ELIB_11,SOCK,ht,0,0,NA,NA
WA_090220_MILC_32,BRKT,ht,0,0,NA,NA
WA_090220_MILC_32,BUL2,ht,0,0,0,0
WA_090220_MILC_32,CCUT,ht,0,0,NA,NA
WA_090220_MILC_32,CHIN,ht,0,0,NA,NA
WA_090220_MILC_32,CHUM,ht,0,0,NA,NA
WA_090220_MILC_32,COHO,ht,0,0,NA,NA
WA_090220_MILC_32,PALA,ht,0,0,NA,NA
WA_090220_MILC_32,PINK,ht,0,0,NA,NA
WA_090220_MILC_32,RNBT,ht,0,0,NA,NA
WA_090220_MILC_32,SOCK,ht,0,0,NA,NA
WA_090920_BEAC_01,BRKT,ht,4,1,NA,NA
WA_090920_BEAC_01,BUL2,ht,0,0,0,0
WA_090920_BEAC_01,CCUT,ht,0,0,NA,NA
WA_090920_BEAC_01,CHIN,ht,0,0,NA,NA
WA_090920_BEAC_01,CHUM,ht,0,0,NA,NA
WA_090920_BEAC_01,COHO,ht,0,0,NA,NA
WA_090920_BEAC_01,PALA,ht,0,0,NA,NA
WA_090920_BEAC_01,PINK,ht,0,0,NA,NA
WA_090920_BEAC_01,RNBT,ht,0,0,NA,NA
WA_090920_BEAC_01,SOCK,ht,0,0,NA,NA
WA_091820_WHSR_58,BRKT,ht,0,0,NA,NA
WA_091820_WHSR_58,BUL2,ht,0,0,0,0
WA_091820_WHSR_58,CCUT,ht,0,0,NA,NA
WA_091820_WHSR_58,CHIN,ht,0,0,NA,NA
WA_091820_WHSR_58,CHUM,ht,0,0,NA,NA
WA_091820_WHSR_58,COHO,ht,0,0,NA,NA
WA_091820_WHSR_58,PALA,ht,0,0,NA,NA
WA_091820_WHSR_58,PINK,ht,0,0,NA,NA
WA_091820_WHSR_58,RNBT,ht,4,1,NA,NA
WA_091820_WHSR_58,SOCK,ht,0,0,NA,NA
WA_091820_WHSR_59,BRKT,ht,0,0,NA,NA
WA_091820_WHSR_59,BUL2,ht,0,0,0,0
WA_091820_WHSR_59,CCUT,ht,0,0,NA,NA
WA_091820_WHSR_59,CHIN,ht,0,0,NA,NA
WA_091820_WHSR_59,CHUM,ht,0,0,NA,NA
WA_091820_WHSR_59,COHO,ht,0,0,NA,NA
WA_091820_WHSR_59,PALA,ht,0,0,NA,NA
WA_091820_WHSR_59,PINK,ht,0,0,NA,NA
WA_091820_WHSR_59,RNBT,ht,4,1,NA,NA
WA_091820_WHSR_59,SOCK,ht,0,0,NA,NA
WA_091820_WHSR_60,BRKT,ht,0,0,NA,NA
WA_091820_WHSR_60,BUL2,ht,0,0,0,0
WA_091820_WHSR_60,CCUT,ht,0,0,NA,NA
WA_091820_WHSR_60,CHIN,ht,0,0,NA,NA
WA_091820_WHSR_60,CHUM,ht,0,0,NA,NA
WA_091820_WHSR_60,COHO,ht,0,0,NA,NA
WA_091820_WHSR_60,PALA,ht,0,0,NA,NA
WA_091820_WHSR_60,PINK,ht,0,0,NA,NA
WA_091820_WHSR_60,RNBT,ht,4,1,NA,NA
WA_091820_WHSR_60,SOCK,ht,0,0,NA,NA
WA_091820_WHST_66,BRKT,ht,0,0,NA,NA
WA_091820_WHST_66,BUL2,ht,0,0,0,0
WA_091820_WHST_66,CCUT,ht,0,0,NA,NA
WA_091820_WHST_66,CHIN,ht,0,0,NA,NA
WA_091820_WHST_66,CHUM,ht,0,0,NA,NA
WA_091820_WHST_66,COHO,ht,0,0,NA,NA
WA_091820_WHST_66,PALA,ht,0,0,NA,NA
WA_091820_WHST_66,PINK,ht,0,0,NA,NA
WA_091820_WHST_66,RNBT,ht,4,1,NA,NA
WA_091820_WHST_66,SOCK,ht,0,0,NA,NA
WA_092120_WHSR_54,BRKT,ht,0,0,NA,NA
WA_092120_WHSR_54,BUL2,ht,0,0,0,0
WA_092120_WHSR_54,CCUT,ht,0,0,NA,NA
WA_092120_WHSR_54,CHIN,ht,0,0,NA,NA
WA_092120_WHSR_54,CHUM,ht,0,0,NA,NA
WA_092120_WHSR_54,COHO,ht,0,0,NA,NA
WA_092120_WHSR_54,PALA,ht,0,0,NA,NA
WA_092120_WHSR_54,PINK,ht,0,0,NA,NA
WA_092120_WHSR_54,RNBT,ht,4,1,NA,NA
WA_092120_WHSR_54,SOCK,ht,0,0,NA,NA
WA_092120_WHSR_61,BRKT,ht,0,0,NA,NA
WA_092120_WHSR_61,BUL2,ht,0,0,0,0
WA_092120_WHSR_61,CCUT,ht,0,0,NA,NA
WA_092120_WHSR_61,CHIN,ht,0,0,NA,NA
WA_092120_WHSR_61,CHUM,ht,0,0,NA,NA
WA_092120_WHSR_61,COHO,ht,0,0,NA,NA
WA_092120_WHSR_61,PALA,ht,0,0,NA,NA
WA_092120_WHSR_61,PINK,ht,0,0,NA,NA
WA_092120_WHSR_61,RNBT,ht,4,1,NA,NA
WA_092120_WHSR_61,SOCK,ht,0,0,NA,NA
WA_092120_WHSR_62,BRKT,ht,0,0,NA,NA
WA_092120_WHSR_62,BUL2,ht,0,0,0,0
WA_092120_WHSR_62,CCUT,ht,0,0,NA,NA
WA_092120_WHSR_62,CHIN,ht,0,0,NA,NA
WA_092120_WHSR_62,CHUM,ht,0,0,NA,NA
WA_092120_WHSR_62,COHO,ht,0,0,NA,NA
WA_092120_WHSR_62,PALA,ht,0,0,NA,NA
WA_092120_WHSR_62,PINK,ht,0,0,NA,NA
WA_092120_WHSR_62,RNBT,ht,4,1,NA,NA
WA_092120_WHSR_62,SOCK,ht,0,0,NA,NA
WA_092120_WHST_65,BRKT,ht,0,0,NA,NA
WA_092120_WHST_65,BUL2,ht,0,0,0,0
WA_092120_WHST_65,CCUT,ht,0,0,NA,NA
WA_092120_WHST_65,CHIN,ht,0,0,NA,NA
WA_092120_WHST_65,CHUM,ht,0,0,NA,NA
WA_092120_WHST_65,COHO,ht,0,0,NA,NA
WA_092120_WHST_65,PALA,ht,0,0,NA,NA
WA_092120_WHST_65,PINK,ht,0,0,NA,NA
WA_092120_WHST_65,RNBT,ht,0,0,NA,NA
WA_092120_WHST_65,SOCK,ht,0,0,NA,NA
WA_092220_WHSR_57,BRKT,ht,0,0,NA,NA
WA_092220_WHSR_57,BUL2,ht,0,0,0,0
WA_092220_WHSR_57,CCUT,ht,0,0,NA,NA
WA_092220_WHSR_57,CHIN,ht,0,0,NA,NA
WA_092220_WHSR_57,CHUM,ht,0,0,NA,NA
WA_092220_WHSR_57,COHO,ht,0,0,NA,NA
WA_092220_WHSR_57,PALA,ht,0,0,NA,NA
WA_092220_WHSR_57,PINK,ht,0,0,NA,NA
WA_092220_WHSR_57,RNBT,ht,4,1,NA,NA
WA_092220_WHSR_57,SOCK,ht,0,0,NA,NA
WA_092220_WHST_64,BRKT,ht,0,0,NA,NA
WA_092220_WHST_64,BUL2,ht,0,0,0,0
WA_092220_WHST_64,CCUT,ht,0,0,NA,NA
WA_092220_WHST_64,CHIN,ht,0,0,NA,NA
WA_092220_WHST_64,CHUM,ht,0,0,NA,NA
WA_092220_WHST_64,COHO,ht,0,0,NA,NA
WA_092220_WHST_64,PALA,ht,0,0,NA,NA
WA_092220_WHST_64,PINK,ht,0,0,NA,NA
WA_092220_WHST_64,RNBT,ht,0,0,NA,NA
WA_092220_WHST_64,SOCK,ht,0,0,NA,NA
WA_092320_LGOC_22,BRKT,ht,4,1,NA,NA
WA_092320_LGOC_22,BUL2,ht,0,0,0,0
WA_092320_LGOC_22,CCUT,ht,0,0,NA,NA
WA_092320_LGOC_22,CHIN,ht,0,0,NA,NA
WA_092320_LGOC_22,CHUM,ht,0,0,NA,NA
WA_092320_LGOC_22,COHO,ht,0,0,NA,NA
WA_092320_LGOC_22,PALA,ht,0,0,0,0
WA_092320_LGOC_22,PINK,ht,0,0,NA,NA
WA_092320_LGOC_22,RNBT,ht,0,0,NA,NA
WA_092320_LGOC_22,SOCK,ht,0,0,NA,NA
WA_092320_LGOC_23,BRKT,ht,4,1,NA,NA
WA_092320_LGOC_23,BUL2,ht,0,0,0,0
WA_092320_LGOC_23,CCUT,ht,0,0,NA,NA
WA_092320_LGOC_23,CHIN,ht,0,0,NA,NA
WA_092320_LGOC_23,CHUM,ht,0,0,NA,NA
WA_092320_LGOC_23,COHO,ht,0,0,NA,NA
WA_092320_LGOC_23,PALA,ht,0,0,NA,NA
WA_092320_LGOC_23,PINK,ht,0,0,NA,NA
WA_092320_LGOC_23,RNBT,ht,0,0,NA,NA
WA_092320_LGOC_23,SOCK,ht,0,0,NA,NA
WA_092320_SMOC_47,BRKT,ht,4,1,NA,NA
WA_092320_SMOC_47,BUL2,ht,0,0,0,0
WA_092320_SMOC_47,CCUT,ht,0,0,NA,NA
WA_092320_SMOC_47,CHIN,ht,0,0,NA,NA
WA_092320_SMOC_47,CHUM,ht,0,0,NA,NA
WA_092320_SMOC_47,COHO,ht,0,0,NA,NA
WA_092320_SMOC_47,PALA,ht,0,0,0,0
WA_092320_SMOC_47,PINK,ht,0,0,NA,NA
WA_092320_SMOC_47,RNBT,ht,0,0,NA,NA
WA_092320_SMOC_47,SOCK,ht,0,0,NA,NA
WA_092320_WHSR_63,BRKT,ht,0,0,NA,NA
WA_092320_WHSR_63,BUL2,ht,0,0,0,0
WA_092320_WHSR_63,CCUT,ht,0,0,NA,NA
WA_092320_WHSR_63,CHIN,ht,0,0,NA,NA
WA_092320_WHSR_63,CHUM,ht,0,0,NA,NA
WA_092320_WHSR_63,COHO,ht,0,0,NA,NA
WA_092320_WHSR_63,PALA,ht,0,0,NA,NA
WA_092320_WHSR_63,PINK,ht,0,0,NA,NA
WA_092320_WHSR_63,RNBT,ht,0,0,NA,NA
WA_092320_WHSR_63,SOCK,ht,0,0,NA,NA
WA_092420_LGOC_24,BRKT,ht,4,1,NA,NA
WA_092420_LGOC_24,BUL2,ht,0,0,0,0
WA_092420_LGOC_24,CCUT,ht,0,0,NA,NA
WA_092420_LGOC_24,CHIN,ht,0,0,NA,NA
WA_092420_LGOC_24,CHUM,ht,0,0,NA,NA
WA_092420_LGOC_24,COHO,ht,0,0,NA,NA
WA_092420_LGOC_24,PALA,ht,0,0,NA,NA
WA_092420_LGOC_24,PINK,ht,3,1,NA,NA
WA_092420_LGOC_24,RNBT,ht,0,0,NA,NA
WA_092420_LGOC_24,SOCK,ht,0,0,NA,NA
WA_092420_LGOC_25,BRKT,ht,4,1,NA,NA
WA_092420_LGOC_25,BUL2,ht,0,0,0,0
WA_092420_LGOC_25,CCUT,ht,0,0,NA,NA
